,Participant ID,Urban/Rural,Age Group,Marital Status,sex,Kids under 14,Feeling Rushed,Sleep duration,Work duration,Prov_ab,Employment Rate,Pct house over 30,region,Income
9380,12423,1,2,1,2,0,2,435,0,QC,59.5,12.9,Quebec,59822.0
9381,12424,1,4,2,2,0,2,540,0,QC,59.5,12.9,Quebec,59822.0
9382,12425,1,2,6,2,0,2,410,440,QC,59.5,12.9,Quebec,59822.0
9383,12427,2,4,2,1,2,1,480,710,QC,59.5,12.9,Quebec,59822.0
9384,12428,2,6,5,2,0,1,480,0,QC,59.5,12.9,Quebec,59822.0
9385,12432,2,2,6,2,0,1,720,0,QC,59.5,12.9,Quebec,59822.0
9386,12439,1,3,1,2,1,1,375,495,QC,59.5,12.9,Quebec,59822.0
9387,12440,1,3,2,2,2,1,500,505,QC,59.5,12.9,Quebec,59822.0
9388,12441,1,5,5,2,0,4,420,300,QC,59.5,12.9,Quebec,59822.0
9389,12446,1,5,6,2,0,5,545,0,QC,59.5,12.9,Quebec,59822.0
9390,12451,1,5,2,2,0,4,420,495,QC,59.5,12.9,Quebec,59822.0
9391,12464,1,3,1,1,2,1,390,0,QC,59.5,12.9,Quebec,59822.0
9392,12467,2,5,1,1,0,6,475,0,QC,59.5,12.9,Quebec,59822.0
9393,12471,1,4,1,2,1,1,540,485,QC,59.5,12.9,Quebec,59822.0
9394,12472,2,7,3,2,0,1,660,0,QC,59.5,12.9,Quebec,59822.0
9395,12476,1,6,6,2,0,6,480,0,QC,59.5,12.9,Quebec,59822.0
9396,12477,1,6,6,2,0,5,450,0,QC,59.5,12.9,Quebec,59822.0
9397,12481,1,6,1,1,0,1,300,540,QC,59.5,12.9,Quebec,59822.0
9398,12486,1,7,1,2,0,5,730,0,QC,59.5,12.9,Quebec,59822.0
9399,12490,2,6,1,1,0,3,660,135,QC,59.5,12.9,Quebec,59822.0
9400,12496,1,5,4,1,0,1,600,0,QC,59.5,12.9,Quebec,59822.0
9401,12501,1,7,3,1,0,6,750,0,QC,59.5,12.9,Quebec,59822.0
9402,12504,1,6,1,1,0,4,705,0,QC,59.5,12.9,Quebec,59822.0
9403,12505,1,1,6,2,0,2,510,480,QC,59.5,12.9,Quebec,59822.0
9404,12507,1,6,1,1,0,1,510,0,QC,59.5,12.9,Quebec,59822.0
9405,12511,1,1,6,2,0,2,540,0,QC,59.5,12.9,Quebec,59822.0
9406,12530,1,4,6,2,0,3,625,0,QC,59.5,12.9,Quebec,59822.0
9407,12531,1,7,3,2,0,3,520,0,QC,59.5,12.9,Quebec,59822.0
9408,12532,1,3,6,1,2,1,465,465,QC,59.5,12.9,Quebec,59822.0
9409,12549,1,2,1,1,2,2,375,455,QC,59.5,12.9,Quebec,59822.0
9410,12553,1,5,6,2,0,2,495,0,QC,59.5,12.9,Quebec,59822.0
9411,12561,1,3,1,1,2,2,435,480,QC,59.5,12.9,Quebec,59822.0
9412,12566,1,3,1,2,2,1,540,0,QC,59.5,12.9,Quebec,59822.0
9413,12571,1,6,1,2,0,2,505,0,QC,59.5,12.9,Quebec,59822.0
9414,12575,1,6,1,2,0,1,525,0,QC,59.5,12.9,Quebec,59822.0
9415,12576,1,2,6,1,0,1,480,500,QC,59.5,12.9,Quebec,59822.0
9416,12583,1,2,2,2,0,2,660,0,QC,59.5,12.9,Quebec,59822.0
9417,12587,2,6,6,2,0,6,510,0,QC,59.5,12.9,Quebec,59822.0
9418,12590,1,4,2,2,1,1,475,500,QC,59.5,12.9,Quebec,59822.0
9419,12592,1,4,1,1,0,1,700,0,QC,59.5,12.9,Quebec,59822.0
9420,12593,1,4,2,1,0,2,510,465,QC,59.5,12.9,Quebec,59822.0
9421,12597,1,5,5,1,0,4,575,0,QC,59.5,12.9,Quebec,59822.0
9422,12600,1,4,1,2,0,2,540,0,QC,59.5,12.9,Quebec,59822.0
9423,12603,2,5,1,2,0,4,900,240,QC,59.5,12.9,Quebec,59822.0
9424,12620,1,5,4,2,0,3,480,60,QC,59.5,12.9,Quebec,59822.0
9425,12621,1,3,6,2,0,2,510,0,QC,59.5,12.9,Quebec,59822.0
9426,12624,1,7,4,2,0,4,560,0,QC,59.5,12.9,Quebec,59822.0
9427,12627,1,4,1,1,0,5,450,570,QC,59.5,12.9,Quebec,59822.0
9428,12628,1,5,2,1,0,5,540,0,QC,59.5,12.9,Quebec,59822.0
9429,12630,1,5,1,2,0,2,510,535,QC,59.5,12.9,Quebec,59822.0
9430,12632,1,6,3,2,0,6,60,0,QC,59.5,12.9,Quebec,59822.0
9431,12633,1,2,6,1,0,1,600,0,QC,59.5,12.9,Quebec,59822.0
9432,12638,1,5,2,2,0,3,210,0,QC,59.5,12.9,Quebec,59822.0
9433,12640,1,2,2,1,0,3,595,0,QC,59.5,12.9,Quebec,59822.0
9434,12642,1,2,2,1,0,1,595,0,QC,59.5,12.9,Quebec,59822.0
9435,12645,1,7,3,2,0,3,435,0,QC,59.5,12.9,Quebec,59822.0
9436,12653,1,3,5,2,0,1,320,575,QC,59.5,12.9,Quebec,59822.0
9437,12658,1,7,1,1,0,2,600,0,QC,59.5,12.9,Quebec,59822.0
9438,12660,1,3,6,1,0,1,410,0,QC,59.5,12.9,Quebec,59822.0
9439,12665,1,4,6,2,0,3,555,545,QC,59.5,12.9,Quebec,59822.0
9440,12666,2,5,6,1,0,2,540,0,QC,59.5,12.9,Quebec,59822.0
9441,12672,2,3,6,1,0,4,520,475,QC,59.5,12.9,Quebec,59822.0
9442,12674,1,5,1,2,0,2,555,0,QC,59.5,12.9,Quebec,59822.0
9443,12678,1,1,1,2,0,2,1235,0,QC,59.5,12.9,Quebec,59822.0
9444,12688,2,2,2,1,1,1,435,570,QC,59.5,12.9,Quebec,59822.0
9445,12703,1,6,6,2,0,5,450,0,QC,59.5,12.9,Quebec,59822.0
9446,12705,2,6,1,1,0,6,510,0,QC,59.5,12.9,Quebec,59822.0
9447,12710,1,2,6,1,0,2,370,465,QC,59.5,12.9,Quebec,59822.0
9448,12715,2,2,1,2,0,2,510,540,QC,59.5,12.9,Quebec,59822.0
9449,12716,2,6,1,1,0,2,495,0,QC,59.5,12.9,Quebec,59822.0
9450,12722,1,3,2,2,0,1,490,422,QC,59.5,12.9,Quebec,59822.0
9451,12723,1,2,2,2,1,1,535,0,QC,59.5,12.9,Quebec,59822.0
9452,12730,2,7,1,1,0,6,615,0,QC,59.5,12.9,Quebec,59822.0
9453,12737,1,3,1,1,1,5,420,420,QC,59.5,12.9,Quebec,59822.0
9454,12751,1,1,6,1,1,1,330,0,QC,59.5,12.9,Quebec,59822.0
9455,12755,1,4,1,1,0,1,570,0,QC,59.5,12.9,Quebec,59822.0
9456,12762,1,3,1,2,1,3,550,450,QC,59.5,12.9,Quebec,59822.0
9457,12767,2,4,1,2,0,3,595,0,QC,59.5,12.9,Quebec,59822.0
9458,12768,2,6,1,2,0,3,580,0,QC,59.5,12.9,Quebec,59822.0
9459,12769,1,6,1,1,0,5,610,0,QC,59.5,12.9,Quebec,59822.0
9460,12770,1,6,5,2,0,5,450,515,QC,59.5,12.9,Quebec,59822.0
9461,12772,1,6,1,2,0,6,525,0,QC,59.5,12.9,Quebec,59822.0
9462,12773,1,1,6,1,0,4,720,0,QC,59.5,12.9,Quebec,59822.0
9463,12778,1,4,2,2,0,2,435,615,QC,59.5,12.9,Quebec,59822.0
9464,12783,1,1,6,2,0,5,580,555,QC,59.5,12.9,Quebec,59822.0
9465,12785,1,1,6,2,0,1,475,0,QC,59.5,12.9,Quebec,59822.0
9466,12787,1,6,3,2,0,6,420,0,QC,59.5,12.9,Quebec,59822.0
9467,12794,2,7,1,2,0,1,595,0,QC,59.5,12.9,Quebec,59822.0
9468,12798,1,4,1,1,2,2,495,505,QC,59.5,12.9,Quebec,59822.0
9469,12806,1,5,1,2,0,2,510,410,QC,59.5,12.9,Quebec,59822.0
9470,12807,1,3,1,1,2,1,390,0,QC,59.5,12.9,Quebec,59822.0
9471,12814,1,1,6,1,0,2,495,0,QC,59.5,12.9,Quebec,59822.0
9472,12819,1,5,1,2,0,2,510,0,QC,59.5,12.9,Quebec,59822.0
9473,12823,2,2,6,1,0,2,340,0,QC,59.5,12.9,Quebec,59822.0
9474,12828,2,5,6,1,0,6,555,575,QC,59.5,12.9,Quebec,59822.0
9475,12829,1,1,6,2,1,2,675,0,QC,59.5,12.9,Quebec,59822.0
9476,12831,1,5,2,1,0,4,390,552,QC,59.5,12.9,Quebec,59822.0
9477,12832,1,7,1,1,0,6,660,0,QC,59.5,12.9,Quebec,59822.0
9478,12841,1,6,1,2,0,4,450,0,QC,59.5,12.9,Quebec,59822.0
9479,12844,1,6,1,1,0,4,860,0,QC,59.5,12.9,Quebec,59822.0
9480,12845,2,5,1,1,0,2,450,470,QC,59.5,12.9,Quebec,59822.0
9481,12847,1,6,1,2,0,3,540,0,QC,59.5,12.9,Quebec,59822.0
9482,12868,1,2,6,2,3,1,200,0,QC,59.5,12.9,Quebec,59822.0
9483,12872,1,3,6,2,0,3,705,0,QC,59.5,12.9,Quebec,59822.0
9484,12883,1,3,6,1,0,4,495,480,QC,59.5,12.9,Quebec,59822.0
9485,12885,1,3,2,1,1,2,505,0,QC,59.5,12.9,Quebec,59822.0
9486,12890,1,2,1,1,0,2,450,435,QC,59.5,12.9,Quebec,59822.0
9487,12893,2,5,6,2,0,2,570,430,QC,59.5,12.9,Quebec,59822.0
9488,12895,1,6,1,2,0,2,450,0,QC,59.5,12.9,Quebec,59822.0
9489,12896,1,7,1,1,0,4,570,0,QC,59.5,12.9,Quebec,59822.0
9490,12897,1,5,2,2,0,2,480,0,QC,59.5,12.9,Quebec,59822.0
9491,12901,1,7,1,1,0,6,510,0,QC,59.5,12.9,Quebec,59822.0
9492,12912,2,4,1,2,1,2,480,460,QC,59.5,12.9,Quebec,59822.0
9493,12913,2,4,1,2,0,1,480,0,QC,59.5,12.9,Quebec,59822.0
9494,12914,1,4,5,2,0,6,600,0,QC,59.5,12.9,Quebec,59822.0
9495,12917,1,7,3,2,0,6,600,0,QC,59.5,12.9,Quebec,59822.0
9496,12932,1,6,5,2,0,6,900,0,QC,59.5,12.9,Quebec,59822.0
9497,12936,1,4,6,2,0,6,645,210,QC,59.5,12.9,Quebec,59822.0
9498,12937,1,1,6,1,0,2,510,0,QC,59.5,12.9,Quebec,59822.0
9499,12940,1,7,1,1,0,1,425,0,QC,59.5,12.9,Quebec,59822.0
9500,12943,1,2,2,2,0,1,385,525,QC,59.5,12.9,Quebec,59822.0
9501,12945,1,1,2,1,0,1,480,0,QC,59.5,12.9,Quebec,59822.0
9502,12947,1,5,6,1,0,2,570,360,QC,59.5,12.9,Quebec,59822.0
9503,12948,1,6,2,2,0,6,555,0,QC,59.5,12.9,Quebec,59822.0
9504,12950,1,5,6,2,0,3,390,360,QC,59.5,12.9,Quebec,59822.0
9505,12954,1,4,1,1,0,2,890,0,QC,59.5,12.9,Quebec,59822.0
9506,12971,1,5,2,2,0,2,540,0,QC,59.5,12.9,Quebec,59822.0
9507,12973,2,2,6,1,0,3,780,0,QC,59.5,12.9,Quebec,59822.0
9508,12981,1,2,1,1,1,3,660,0,QC,59.5,12.9,Quebec,59822.0
9509,12982,2,4,2,2,0,1,510,585,QC,59.5,12.9,Quebec,59822.0
9510,12987,1,6,1,1,0,6,630,0,QC,59.5,12.9,Quebec,59822.0
9511,12998,2,2,6,1,0,3,490,605,QC,59.5,12.9,Quebec,59822.0
9512,13002,2,1,6,1,0,3,720,0,QC,59.5,12.9,Quebec,59822.0
9513,13010,1,4,1,1,1,1,435,650,QC,59.5,12.9,Quebec,59822.0
9514,13013,1,4,2,2,0,3,375,745,QC,59.5,12.9,Quebec,59822.0
9515,13014,1,6,5,2,0,3,640,0,QC,59.5,12.9,Quebec,59822.0
9516,13020,1,7,3,2,0,5,530,0,QC,59.5,12.9,Quebec,59822.0
9517,13023,1,6,1,2,0,6,735,0,QC,59.5,12.9,Quebec,59822.0
9518,13024,2,5,1,1,0,3,750,405,QC,59.5,12.9,Quebec,59822.0
9519,13025,1,7,3,2,0,3,600,0,QC,59.5,12.9,Quebec,59822.0
9520,13041,1,4,6,2,1,2,1130,0,QC,59.5,12.9,Quebec,59822.0
9521,13045,1,4,6,1,0,1,585,450,QC,59.5,12.9,Quebec,59822.0
9522,13047,2,6,1,2,0,4,610,0,QC,59.5,12.9,Quebec,59822.0
9523,13052,1,3,6,2,1,1,420,0,QC,59.5,12.9,Quebec,59822.0
9524,13055,1,5,1,2,0,1,430,160,QC,59.5,12.9,Quebec,59822.0
9525,13063,1,4,6,2,1,1,440,510,QC,59.5,12.9,Quebec,59822.0
9526,13065,2,3,2,2,2,2,450,490,QC,59.5,12.9,Quebec,59822.0
9527,13067,2,3,2,2,2,1,645,0,QC,59.5,12.9,Quebec,59822.0
9528,13073,1,3,2,1,1,1,455,180,QC,59.5,12.9,Quebec,59822.0
9529,13086,1,2,2,1,0,1,150,0,QC,59.5,12.9,Quebec,59822.0
9530,13097,1,5,5,2,0,1,615,0,QC,59.5,12.9,Quebec,59822.0
9531,13099,1,3,2,2,0,1,650,0,QC,59.5,12.9,Quebec,59822.0
9532,13105,1,2,6,1,0,3,585,0,QC,59.5,12.9,Quebec,59822.0
9533,13109,1,2,6,2,0,1,430,700,QC,59.5,12.9,Quebec,59822.0
9534,13114,1,2,6,1,0,2,405,350,QC,59.5,12.9,Quebec,59822.0
9535,13116,1,3,1,2,2,2,435,0,QC,59.5,12.9,Quebec,59822.0
9536,13122,1,4,1,2,0,1,470,480,QC,59.5,12.9,Quebec,59822.0
9537,13123,1,5,1,2,0,2,420,480,QC,59.5,12.9,Quebec,59822.0
9538,13128,1,3,6,2,2,2,435,495,QC,59.5,12.9,Quebec,59822.0
9539,13135,1,2,6,2,0,2,480,600,QC,59.5,12.9,Quebec,59822.0
9540,13137,1,4,4,2,0,2,510,465,QC,59.5,12.9,Quebec,59822.0
9541,13138,2,2,2,1,0,3,480,495,QC,59.5,12.9,Quebec,59822.0
9542,13140,1,5,1,2,0,1,485,345,QC,59.5,12.9,Quebec,59822.0
9543,13142,1,5,1,1,0,1,360,455,QC,59.5,12.9,Quebec,59822.0
9544,13175,1,5,1,1,0,1,525,0,QC,59.5,12.9,Quebec,59822.0
9545,13190,1,7,1,1,0,3,570,0,QC,59.5,12.9,Quebec,59822.0
9546,13195,2,5,1,1,0,5,540,540,QC,59.5,12.9,Quebec,59822.0
9547,13198,1,4,1,2,0,3,375,0,QC,59.5,12.9,Quebec,59822.0
9548,13200,1,6,3,2,2,1,365,0,QC,59.5,12.9,Quebec,59822.0
9549,13203,2,4,2,2,0,2,515,620,QC,59.5,12.9,Quebec,59822.0
9550,13205,1,2,2,1,0,1,480,630,QC,59.5,12.9,Quebec,59822.0
9551,13219,1,4,1,2,3,2,440,420,QC,59.5,12.9,Quebec,59822.0
9552,13220,1,5,4,2,0,3,650,0,QC,59.5,12.9,Quebec,59822.0
9553,13221,1,5,1,2,0,6,510,0,QC,59.5,12.9,Quebec,59822.0
9554,13224,1,5,1,1,0,6,510,0,QC,59.5,12.9,Quebec,59822.0
9555,13226,2,2,6,2,0,2,570,0,QC,59.5,12.9,Quebec,59822.0
9556,13234,1,7,3,1,0,6,480,0,QC,59.5,12.9,Quebec,59822.0
9557,13237,1,4,6,1,0,1,420,660,QC,59.5,12.9,Quebec,59822.0
9558,13240,1,6,6,2,0,4,540,0,QC,59.5,12.9,Quebec,59822.0
9559,13243,1,4,6,1,0,1,540,0,QC,59.5,12.9,Quebec,59822.0
9560,13246,1,6,3,1,0,2,540,0,QC,59.5,12.9,Quebec,59822.0
9561,13249,1,7,3,2,0,6,570,0,QC,59.5,12.9,Quebec,59822.0
9562,13260,1,7,3,1,0,3,455,0,QC,59.5,12.9,Quebec,59822.0
9563,13263,1,7,3,2,0,1,570,0,QC,59.5,12.9,Quebec,59822.0
9564,13268,1,5,2,2,0,3,555,0,QC,59.5,12.9,Quebec,59822.0
9565,13283,1,2,1,1,0,3,460,505,QC,59.5,12.9,Quebec,59822.0
9566,13284,1,5,6,2,0,1,780,0,QC,59.5,12.9,Quebec,59822.0
9567,13288,1,5,1,1,0,1,390,465,QC,59.5,12.9,Quebec,59822.0
9568,13297,1,6,1,2,0,1,540,0,QC,59.5,12.9,Quebec,59822.0
9569,13298,1,6,1,2,0,6,510,0,QC,59.5,12.9,Quebec,59822.0
9570,13302,1,3,6,2,0,2,600,0,QC,59.5,12.9,Quebec,59822.0
9571,13305,1,7,1,2,0,6,455,0,QC,59.5,12.9,Quebec,59822.0
9572,13308,1,3,2,2,1,1,600,310,QC,59.5,12.9,Quebec,59822.0
9573,13310,1,4,4,2,0,97,490,495,QC,59.5,12.9,Quebec,59822.0
9574,13314,1,3,1,1,1,1,520,0,QC,59.5,12.9,Quebec,59822.0
9575,13319,1,2,2,1,0,2,120,0,QC,59.5,12.9,Quebec,59822.0
9576,13322,2,2,6,2,1,2,560,425,QC,59.5,12.9,Quebec,59822.0
9577,13325,1,6,5,2,0,4,560,0,QC,59.5,12.9,Quebec,59822.0
9578,13326,1,5,5,2,0,1,540,0,QC,59.5,12.9,Quebec,59822.0
9579,13327,2,2,6,1,0,2,540,0,QC,59.5,12.9,Quebec,59822.0
9580,13329,1,3,5,2,0,3,630,0,QC,59.5,12.9,Quebec,59822.0
9581,13330,1,4,1,1,0,2,450,435,QC,59.5,12.9,Quebec,59822.0
9582,13333,2,5,5,2,0,3,690,0,QC,59.5,12.9,Quebec,59822.0
9583,13343,1,3,1,2,2,2,570,0,QC,59.5,12.9,Quebec,59822.0
9584,13347,1,6,1,1,0,3,435,0,QC,59.5,12.9,Quebec,59822.0
9585,13349,1,4,2,2,0,1,525,440,QC,59.5,12.9,Quebec,59822.0
9586,13356,1,3,5,1,3,1,480,540,QC,59.5,12.9,Quebec,59822.0
9587,13357,1,6,1,2,0,3,580,0,QC,59.5,12.9,Quebec,59822.0
9588,13358,1,5,1,1,0,3,480,0,QC,59.5,12.9,Quebec,59822.0
9589,13361,2,1,2,2,1,3,600,0,QC,59.5,12.9,Quebec,59822.0
9590,13362,2,3,1,2,3,2,525,120,QC,59.5,12.9,Quebec,59822.0
9591,13363,1,5,6,1,0,3,480,390,QC,59.5,12.9,Quebec,59822.0
9592,13364,1,3,2,2,2,2,495,0,QC,59.5,12.9,Quebec,59822.0
9593,13366,1,3,6,2,2,6,600,0,QC,59.5,12.9,Quebec,59822.0
9594,13368,2,4,6,2,0,3,660,0,QC,59.5,12.9,Quebec,59822.0
9595,13372,2,3,2,1,2,2,465,440,QC,59.5,12.9,Quebec,59822.0
9596,13373,1,3,2,1,1,3,615,0,QC,59.5,12.9,Quebec,59822.0
9597,13376,2,4,2,2,0,2,420,620,QC,59.5,12.9,Quebec,59822.0
9598,13378,1,3,6,1,0,1,450,350,QC,59.5,12.9,Quebec,59822.0
9599,13380,1,2,6,1,0,2,530,0,QC,59.5,12.9,Quebec,59822.0
9600,13381,1,3,2,2,0,2,510,425,QC,59.5,12.9,Quebec,59822.0
9601,13394,1,3,1,2,2,1,40,485,QC,59.5,12.9,Quebec,59822.0
9602,13397,2,6,1,1,0,6,555,0,QC,59.5,12.9,Quebec,59822.0
9603,13398,1,5,2,1,0,2,570,0,QC,59.5,12.9,Quebec,59822.0
9604,13402,1,5,5,2,0,2,480,0,QC,59.5,12.9,Quebec,59822.0
9605,13403,2,5,6,2,0,2,510,470,QC,59.5,12.9,Quebec,59822.0
9606,13405,2,3,6,1,0,2,690,0,QC,59.5,12.9,Quebec,59822.0
9607,13409,2,5,6,1,0,4,420,480,QC,59.5,12.9,Quebec,59822.0
9608,13418,2,3,2,2,0,1,530,0,QC,59.5,12.9,Quebec,59822.0
9609,13419,1,3,1,2,3,2,600,195,QC,59.5,12.9,Quebec,59822.0
9610,13420,1,2,2,2,0,2,600,0,QC,59.5,12.9,Quebec,59822.0
9611,13423,2,5,5,2,0,2,570,0,QC,59.5,12.9,Quebec,59822.0
9612,13425,2,6,1,2,0,2,465,0,QC,59.5,12.9,Quebec,59822.0
9613,13427,1,6,5,2,0,2,600,0,QC,59.5,12.9,Quebec,59822.0
9614,13434,2,3,6,1,0,6,435,600,QC,59.5,12.9,Quebec,59822.0
9615,13440,2,6,1,2,0,6,450,0,QC,59.5,12.9,Quebec,59822.0
9616,13444,1,7,3,2,0,6,750,0,QC,59.5,12.9,Quebec,59822.0
9617,13446,1,7,3,2,0,1,510,0,QC,59.5,12.9,Quebec,59822.0
9618,13466,2,5,4,2,0,6,615,0,QC,59.5,12.9,Quebec,59822.0
9619,13467,1,5,2,1,0,3,375,0,QC,59.5,12.9,Quebec,59822.0
9620,13469,1,5,5,2,0,3,390,495,QC,59.5,12.9,Quebec,59822.0
9621,13477,1,6,1,2,0,1,585,240,QC,59.5,12.9,Quebec,59822.0
9622,13478,1,2,6,2,0,2,590,450,QC,59.5,12.9,Quebec,59822.0
9623,13490,1,5,1,1,0,1,420,540,QC,59.5,12.9,Quebec,59822.0
9624,13491,2,5,1,1,0,1,230,0,QC,59.5,12.9,Quebec,59822.0
9625,13495,2,4,1,1,1,1,635,540,QC,59.5,12.9,Quebec,59822.0
9626,13498,2,5,6,1,0,2,715,0,QC,59.5,12.9,Quebec,59822.0
9627,13500,1,4,1,1,0,2,455,120,QC,59.5,12.9,Quebec,59822.0
9628,13504,2,5,1,2,0,1,420,525,QC,59.5,12.9,Quebec,59822.0
9629,13506,1,2,6,1,1,2,660,0,QC,59.5,12.9,Quebec,59822.0
9630,13507,1,5,5,1,0,6,300,660,QC,59.5,12.9,Quebec,59822.0
9631,13508,1,4,5,1,0,5,450,0,QC,59.5,12.9,Quebec,59822.0
9632,13512,2,6,1,2,0,6,645,0,QC,59.5,12.9,Quebec,59822.0
9633,13513,1,7,1,2,0,3,575,0,QC,59.5,12.9,Quebec,59822.0
9634,13524,2,7,3,2,0,6,660,0,QC,59.5,12.9,Quebec,59822.0
9635,13526,1,3,1,1,2,1,240,420,QC,59.5,12.9,Quebec,59822.0
9636,13528,1,2,5,2,2,1,345,540,QC,59.5,12.9,Quebec,59822.0
9637,13532,1,3,1,1,2,2,380,0,QC,59.5,12.9,Quebec,59822.0
9638,13553,1,3,2,1,2,1,630,375,QC,59.5,12.9,Quebec,59822.0
9639,13557,1,5,4,1,0,2,420,210,QC,59.5,12.9,Quebec,59822.0
9640,13562,1,4,2,2,0,2,510,0,QC,59.5,12.9,Quebec,59822.0
9641,13567,1,6,1,1,0,5,780,0,QC,59.5,12.9,Quebec,59822.0
9642,13570,2,5,5,1,0,6,630,0,QC,59.5,12.9,Quebec,59822.0
9643,13571,2,4,6,2,0,1,450,0,QC,59.5,12.9,Quebec,59822.0
9644,13583,1,7,5,1,0,6,360,0,QC,59.5,12.9,Quebec,59822.0
9645,13593,1,2,1,2,0,1,630,0,QC,59.5,12.9,Quebec,59822.0
9646,13594,1,3,2,2,3,1,495,480,QC,59.5,12.9,Quebec,59822.0
9647,13603,1,6,3,1,0,5,495,0,QC,59.5,12.9,Quebec,59822.0
9648,13607,1,4,1,2,0,3,510,395,QC,59.5,12.9,Quebec,59822.0
9649,13608,1,2,6,1,0,3,780,0,QC,59.5,12.9,Quebec,59822.0
9650,13611,1,5,6,2,0,6,440,0,QC,59.5,12.9,Quebec,59822.0
9651,13612,1,3,6,1,0,3,425,90,QC,59.5,12.9,Quebec,59822.0
9652,13617,1,4,2,1,0,1,480,420,QC,59.5,12.9,Quebec,59822.0
9653,13626,1,5,1,2,0,4,525,0,QC,59.5,12.9,Quebec,59822.0
9654,13631,1,4,2,1,1,2,305,470,QC,59.5,12.9,Quebec,59822.0
9655,13632,1,5,1,1,0,1,420,480,QC,59.5,12.9,Quebec,59822.0
9656,13641,2,2,2,2,1,2,600,360,QC,59.5,12.9,Quebec,59822.0
9657,13642,1,5,5,1,0,2,515,420,QC,59.5,12.9,Quebec,59822.0
9658,13646,1,6,6,2,0,6,540,0,QC,59.5,12.9,Quebec,59822.0
9659,13669,1,3,2,2,0,2,630,420,QC,59.5,12.9,Quebec,59822.0
9660,13672,1,5,6,1,0,2,615,300,QC,59.5,12.9,Quebec,59822.0
9661,13673,1,7,3,1,0,6,510,0,QC,59.5,12.9,Quebec,59822.0
9662,13687,1,2,6,2,0,1,600,0,QC,59.5,12.9,Quebec,59822.0
9663,13688,1,5,5,1,0,2,450,0,QC,59.5,12.9,Quebec,59822.0
9664,13689,1,7,5,1,0,3,540,0,QC,59.5,12.9,Quebec,59822.0
9665,13702,1,7,1,2,0,2,570,0,QC,59.5,12.9,Quebec,59822.0
9666,13703,1,6,1,2,0,6,585,0,QC,59.5,12.9,Quebec,59822.0
9667,13716,1,5,1,1,0,5,540,0,QC,59.5,12.9,Quebec,59822.0
9668,13723,1,6,1,1,0,1,220,1085,QC,59.5,12.9,Quebec,59822.0
9669,13731,1,4,5,2,0,2,480,0,QC,59.5,12.9,Quebec,59822.0
9670,13734,2,5,1,1,0,2,510,270,QC,59.5,12.9,Quebec,59822.0
9671,13736,1,7,1,1,0,1,540,0,QC,59.5,12.9,Quebec,59822.0
9672,13737,1,2,1,1,1,1,810,0,QC,59.5,12.9,Quebec,59822.0
9673,13744,1,6,6,2,0,5,540,0,QC,59.5,12.9,Quebec,59822.0
9674,13745,1,4,1,1,0,1,720,660,QC,59.5,12.9,Quebec,59822.0
9675,13749,1,5,2,2,0,1,390,615,QC,59.5,12.9,Quebec,59822.0
9676,13752,1,2,2,1,2,2,450,465,QC,59.5,12.9,Quebec,59822.0
9677,13753,1,5,2,1,0,3,435,600,QC,59.5,12.9,Quebec,59822.0
9678,13755,1,3,1,1,2,1,490,450,QC,59.5,12.9,Quebec,59822.0
9679,13760,1,6,2,1,0,4,525,0,QC,59.5,12.9,Quebec,59822.0
9680,13761,1,6,1,1,0,2,435,0,QC,59.5,12.9,Quebec,59822.0
9681,13770,1,5,1,1,0,3,790,0,QC,59.5,12.9,Quebec,59822.0
9682,13772,1,3,1,2,0,1,360,480,QC,59.5,12.9,Quebec,59822.0
9683,13773,1,5,6,2,0,3,340,210,QC,59.5,12.9,Quebec,59822.0
9684,13776,1,4,1,2,0,2,540,0,QC,59.5,12.9,Quebec,59822.0
9685,13786,1,4,2,2,0,2,510,0,QC,59.5,12.9,Quebec,59822.0
9686,13790,1,5,2,2,0,3,660,0,QC,59.5,12.9,Quebec,59822.0
9687,13796,1,7,1,1,0,6,590,0,QC,59.5,12.9,Quebec,59822.0
9688,13798,1,3,6,2,0,1,465,485,QC,59.5,12.9,Quebec,59822.0
9689,13801,1,6,3,2,0,1,430,0,QC,59.5,12.9,Quebec,59822.0
9690,13802,1,4,1,1,0,2,510,0,QC,59.5,12.9,Quebec,59822.0
9691,13811,2,6,1,1,0,2,420,420,QC,59.5,12.9,Quebec,59822.0
9692,13813,1,2,1,2,2,1,510,0,QC,59.5,12.9,Quebec,59822.0
9693,13815,2,1,6,2,1,1,575,0,QC,59.5,12.9,Quebec,59822.0
9694,13819,1,5,5,2,0,2,620,0,QC,59.5,12.9,Quebec,59822.0
9695,13826,2,6,2,2,0,6,600,0,QC,59.5,12.9,Quebec,59822.0
9696,13827,1,7,3,2,0,6,485,0,QC,59.5,12.9,Quebec,59822.0
9697,13830,2,3,1,1,2,2,495,660,QC,59.5,12.9,Quebec,59822.0
9698,13833,1,5,5,1,0,1,480,0,QC,59.5,12.9,Quebec,59822.0
9699,13838,1,4,1,2,0,2,450,735,QC,59.5,12.9,Quebec,59822.0
9700,13846,1,3,6,2,0,1,450,660,QC,59.5,12.9,Quebec,59822.0
9701,13858,1,3,2,1,1,1,600,225,QC,59.5,12.9,Quebec,59822.0
9702,13864,1,7,1,1,0,6,615,0,QC,59.5,12.9,Quebec,59822.0
